,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,Juneau,75,US,1567628107,82,58.3,-134.42,61.0,1.34
287,Turukhansk,54,RU,1567628284,89,65.8,87.96,41.81,6.29
288,Coquimbo,100,CL,1567627913,87,-29.95,-71.34,52.97,9.8
289,Nago,5,IT,1567628284,73,45.88,10.89,73.4,1.12
290,Caravelas,0,BR,1567628284,82,-17.73,-39.27,73.85,11.3
291,Xuddur,16,SO,1567628284,68,4.12,43.89,75.29,19.06
292,Victoria,75,BN,1567628073,88,5.28,115.24,78.8,3.87
293,Pangai,75,TO,1567628284,88,-19.8,-174.35,75.2,10.29
294,Kruisfontein,100,ZA,1567628124,90,-34.0,24.73,54.05,3.33
295,Comarapa,100,BO,1567628285,48,-17.91,-64.53,68.63,7.4
296,Pangnirtung,75,CA,1567628123,93,66.15,-65.72,44.6,11.41
297,Ribeira Grande,20,PT,1567628082,73,38.52,-28.7,73.4,12.75
298,Katsuura,75,JP,1567628096,94,33.93,134.5,77.0,9.17
299,Wilkie,90,CA,1567628285,87,52.41,-108.71,68.0,5.82
300,Eureka,20,US,1567627952,77,40.8,-124.16,70.0,13.87
301,Cockburn Town,40,TC,1567628285,66,21.46,-71.14,87.8,17.22
302,Erenhot,100,CN,1567628285,22,43.65,111.97,71.33,6.2
303,Pundaguitan,100,PH,1567628285,85,6.37,126.17,80.87,12.71
304,Srednekolymsk,7,RU,1567628285,55,67.46,153.71,47.75,9.69
305,Laem Sing,100,TH,1567628286,78,12.48,102.07,84.0,17.34
306,Puerto Escondido,20,MX,1567628286,70,15.86,-97.07,86.0,10.29
307,Sivani,100,IN,1567628286,92,22.09,79.55,74.75,3.49
308,Lucea,40,JM,1567628286,74,18.44,-78.17,87.8,13.87
309,Khandyga,0,RU,1567628286,87,62.65,135.58,37.85,0.92
310,Sokolo,31,ML,1567628094,54,14.74,-6.12,86.45,8.03
311,Maceio,75,BR,1567628110,73,-9.67,-35.74,77.0,8.05
312,Koppies,43,ZA,1567628287,12,-27.24,27.57,55.67,8.14
313,Zhigansk,99,RU,1567627924,78,66.77,123.37,36.41,5.41
314,Kijang,75,KR,1567628102,94,35.24,129.21,73.4,4.7
315,Mecca,89,SA,1567628107,59,21.43,39.83,84.47,5.26
316,Strelka,66,RU,1567628287,97,58.08,93.03,41.81,3.29
317,Prudentopolis,100,BR,1567628287,83,-25.21,-50.98,61.79,1.83
318,Santander Jimenez,100,MX,1567628287,83,24.22,-98.47,80.87,4.99
319,Sistranda,75,NO,1567628287,76,63.73,8.83,54.0,6.93
320,Zhuhai,0,CN,1567628288,58,40.71,112.04,57.2,4.47
321,Vega de Alatorre,0,MX,1567628288,47,20.03,-96.65,92.57,6.6
322,Teya,75,MX,1567628288,47,21.05,-89.07,96.8,4.7
323,Bahia Blanca,89,AR,1567628129,54,-38.72,-62.27,43.79,11.45
324,Salalah,75,OM,1567628091,88,17.01,54.1,80.6,2.24
325,Kavieng,100,PG,1567628039,76,-2.57,150.8,81.95,8.59
326,Kappeln,75,DE,1567628288,93,54.66,9.93,61.0,8.05
327,San Felipe,100,CL,1567628288,33,-32.75,-70.73,70.0,3.0
328,Parkes,0,AU,1567628288,71,-33.14,148.18,48.0,4.36
329,Peleduy,72,RU,1567628122,85,59.63,112.75,45.23,4.23
330,Minot,1,US,1567628289,44,48.23,-101.3,78.01,8.05
331,Mondeville,0,FR,1567628289,71,49.18,-0.32,60.8,10.29
332,Ostrovnoy,100,RU,1567628054,83,68.05,39.51,51.17,13.29
333,Itarema,34,BR,1567628289,73,-2.92,-39.92,77.45,12.53
334,Saint-Augustin,75,CA,1567628108,60,45.63,-73.98,73.99,14.99
335,Mnogovershinnyy,100,RU,1567628289,92,53.94,139.92,53.33,1.66
336,Preobrazheniye,100,RU,1567628290,80,42.9,133.91,61.07,1.28
337,Jalu,0,LY,1567628109,63,29.03,21.55,79.61,17.47
338,Damghan,0,IR,1567628290,81,36.17,54.34,52.25,2.55
339,Aksarka,37,RU,1567628109,91,66.56,67.8,47.75,5.53
340,Marquette,5,US,1567628241,51,46.54,-87.4,62.01,8.05
341,Khatanga,100,RU,1567628084,63,71.98,102.47,34.79,5.73
342,Narva-Joesuu,33,EE,1567628290,82,59.46,28.04,58.01,12.17
343,Adeje,100,NG,1567628290,86,5.68,5.76,78.35,8.46
344,Flinders,40,AU,1567628089,87,-34.58,150.85,60.01,1.12
345,Pittsburg,1,US,1567628013,29,38.02,-121.89,96.01,5.82
346,Mtwara,20,TZ,1567628291,94,-10.28,40.18,73.4,9.17
347,Serenje,0,ZM,1567628093,49,-13.23,30.22,60.53,8.72
348,Nachalovo,0,RU,1567628291,45,46.34,48.19,62.6,4.21
349,Kendari,100,ID,1567628291,96,-3.99,122.52,68.45,2.37
350,Saint Anthony,1,US,1567628127,25,43.97,-111.68,88.0,10.29
351,Qaqortoq,75,GL,1567628291,66,60.72,-46.03,51.8,13.87
352,Jurmala,0,LV,1567628291,93,56.97,23.77,50.0,1.12
353,Avanigadda,100,IN,1567628292,86,16.02,80.92,76.91,8.93
354,Pedernales,88,EC,1567628292,87,0.07,-80.05,70.79,16.64
355,Silopi,0,IQ,1567628292,20,37.25,42.47,70.43,1.63
356,Calamar,100,CO,1567628292,53,1.96,-72.65,88.25,2.89
357,Cidreira,0,BR,1567628057,54,-30.17,-50.22,52.07,8.86
358,Laurel,5,US,1567628166,49,39.1,-76.85,95.0,4.7
359,Colares,20,PT,1567628292,68,38.8,-9.45,78.8,19.46
360,Russell,1,US,1567628292,51,38.9,-98.86,95.0,11.41
361,Parakou,93,BJ,1567628293,93,9.34,2.63,73.31,1.57
362,Alice Springs,0,AU,1567628293,12,-23.7,133.88,57.2,3.36
363,Chuy,32,UY,1567628066,67,-33.69,-53.46,45.77,14.97
364,Rocha,53,UY,1567628122,75,-34.48,-54.34,41.63,8.32
365,Margate,90,AU,1567628293,80,-43.03,147.26,45.0,3.36
366,Ust-Maya,19,RU,1567628293,95,60.42,134.54,43.97,2.84
367,Narbonne,0,FR,1567628293,27,43.18,3.0,80.6,12.75
368,Terney,100,RU,1567628294,78,45.05,136.61,60.17,4.16
369,Tonota,0,BW,1567628294,22,-21.44,27.46,57.2,2.24
370,Tiksi,97,RU,1567628038,92,71.64,128.87,41.81,10.4
371,Nuuk,75,GL,1567628076,65,64.17,-51.74,44.6,25.28
372,Bayir,0,TR,1567628294,73,37.27,28.22,77.0,4.7
373,Smithers,75,CA,1567627911,72,54.78,-127.17,62.6,2.24
374,Tatarsk,0,RU,1567628294,90,55.22,75.96,43.79,3.56
375,Lasa,20,CY,1567628294,78,34.92,32.53,78.8,3.36
376,Mayo,75,CA,1567628294,51,63.59,-135.9,59.0,9.17
377,Tokonou,100,GN,1567628295,97,9.65,-9.78,71.33,3.22
378,Nebolchi,0,RU,1567628295,97,59.12,33.35,50.27,4.88
379,Riyadh,0,SA,1567628295,21,24.63,46.72,95.0,2.24
380,Manaia,1,BR,1567628295,36,-5.02,-39.08,86.09,4.74
381,Vardo,40,US,1567628126,49,39.62,-77.74,93.0,8.05
382,Kant,40,KG,1567628295,51,42.89,74.85,62.6,6.71
383,Sobolevo,0,RU,1567628295,90,54.43,31.9,51.53,3.56
384,Lock Haven,20,US,1567628205,48,41.14,-77.45,86.0,12.75
385,Yerofey Pavlovich,95,RU,1567628045,96,53.97,121.97,47.57,2.48
386,Nelson,0,CA,1567628296,30,49.49,-117.29,81.0,1.01
387,Lavrentiya,100,RU,1567628107,96,65.58,-170.99,45.41,8.77
388,Iqaluit,90,CA,1567628111,70,63.75,-68.52,46.0,8.05
389,Vila,0,IT,1567628064,60,45.18,8.4,75.0,6.93
390,Santa Lucia,0,IT,1567628296,69,41.98,12.66,75.2,3.36
391,Tazovskiy,95,RU,1567628117,95,67.47,78.7,45.23,5.3
392,Umm Lajj,100,SA,1567628228,62,25.02,37.27,86.27,13.31
393,Fortuna,0,ES,1567628296,73,38.18,-1.13,81.0,1.12
394,Lata,94,IN,1567628060,94,30.78,78.62,42.53,1.99
395,Oktyabrskiy,0,RU,1567628297,59,55.61,37.97,66.99,4.47
396,Tautira,40,PF,1567628105,74,-17.73,-149.15,82.0,2.24
397,Gimli,100,CA,1567628060,39,50.63,-96.99,75.0,8.99
398,Lima,90,PE,1567628022,72,-12.06,-77.04,66.2,10.29
399,Itupiranga,20,BR,1567628297,44,-5.13,-49.33,96.8,9.17
400,Kokopo,100,PG,1567628297,94,-4.34,152.27,70.07,2.48
401,Gannan,0,CN,1567628297,64,47.92,123.49,64.67,4.41
402,Amalapuram,100,IN,1567628297,95,16.58,82.0,75.11,14.14
403,Port Macquarie,19,AU,1567628084,71,-31.43,152.91,53.6,6.93
404,Khani,75,GE,1567628298,94,41.96,42.96,68.0,2.24
405,Hasaki,75,JP,1567628047,100,35.73,140.83,71.6,5.82
406,Krasnyy Chikoy,0,RU,1567628298,95,50.36,108.75,49.37,2.21
407,Grafenau,0,DE,1567628298,62,48.86,13.39,62.01,3.0
408,Siparia,40,TT,1567628299,79,10.14,-61.51,84.2,6.93
409,La Libertad,75,PE,1567628299,13,-16.38,-71.56,68.0,11.41
410,Upata,100,VE,1567628069,71,8.02,-62.41,88.0,4.0
411,Mandalgovi,0,MN,1567628299,65,45.76,106.27,58.01,8.63
412,College,90,US,1567628093,76,64.86,-147.8,57.99,3.36
413,Derzhavinsk,100,KZ,1567628299,68,51.1,66.31,52.79,13.13
414,Klaksvik,1,FO,1567628046,75,62.23,-6.59,44.6,14.99
415,Cahors,0,FR,1567628299,39,44.45,1.44,68.0,1.01
416,Abonnema,77,NG,1567628299,87,4.71,6.79,77.27,7.31
417,Barra do Garcas,0,BR,1567628300,18,-15.89,-52.26,102.2,2.24
418,San Juan Bautista,90,PY,1567628300,54,-26.67,-57.15,64.85,10.49
419,Reconquista,0,AR,1567628300,46,-29.14,-59.64,58.91,9.98
420,Sao Joao da Barra,0,BR,1567628095,61,-21.64,-41.05,82.4,13.87
421,Vallenar,0,CL,1567628131,49,-28.58,-70.76,63.05,12.37
422,Lagoa,0,PT,1567628049,83,37.14,-8.45,77.0,8.05
423,Kayerkan,75,RU,1567628300,93,69.35,87.76,46.4,6.71
424,Padang,100,ID,1567628057,84,-0.92,100.36,80.87,16.24
425,Hengshui,0,CN,1567628301,68,37.73,115.7,63.59,2.13
426,Port Alfred,100,ZA,1567628042,94,-33.59,26.89,57.0,3.06
427,San Juan,0,AR,1567628136,25,-31.54,-68.53,42.53,6.62
428,Urucui,15,BR,1567628301,24,-7.23,-44.56,91.49,5.01
429,Mulege,0,MX,1567628301,59,26.88,-111.98,90.23,11.7
430,Wanning,0,AT,1567628301,68,48.64,13.53,64.4,1.12
431,Vredendal,47,ZA,1567628301,79,-31.68,18.49,57.83,26.93
432,Inirida,73,CO,1567628301,58,3.87,-67.92,89.87,2.64
433,Mildura,37,AU,1567628302,54,-34.18,142.16,57.2,6.93
434,Naze,100,NG,1567628076,94,5.43,7.07,75.11,5.44
435,Hidalgo,90,US,1567628302,79,26.1,-98.26,84.99,18.34
436,Sao Filipe,51,CV,1567628097,85,14.9,-24.5,80.87,13.76
437,Quimper,75,FR,1567628302,82,48.0,-4.1,59.0,6.93
438,Simbahan,37,PH,1567628302,81,6.3,120.58,81.77,10.13
439,Calabar,100,NG,1567628302,96,4.98,8.34,74.57,3.85
440,Cayenne,80,GF,1567628063,66,4.94,-52.33,87.8,14.99
441,Dolores,0,UY,1567628302,47,-33.53,-58.22,53.01,14.0
442,El Reno,1,US,1567628303,36,35.53,-97.96,95.0,13.87
443,Harbour Breton,66,CA,1567628303,87,47.48,-55.8,61.97,3.18
444,Kabansk,9,RU,1567628303,100,52.06,106.65,50.0,2.24
445,Portland,90,US,1567628041,94,43.66,-70.25,73.99,10.29
446,Gilbues,0,BR,1567628216,23,-9.83,-45.34,88.25,5.97
447,Rundu,15,NA,1567628062,31,-17.91,19.77,75.2,2.24
448,Karratha,0,AU,1567628084,36,-20.74,116.85,64.85,13.02
449,Camacha,40,PT,1567628304,73,33.08,-16.33,73.4,14.99
450,Luganville,75,VU,1567628304,93,-15.51,167.18,60.8,3.36
451,Hami,99,CN,1567628087,20,42.84,93.51,74.39,4.29
452,Malanje,94,AO,1567628304,64,-9.54,16.35,71.87,7.18
453,Yar-Sale,46,RU,1567628075,94,66.83,70.83,46.67,6.73
454,Conakry,100,GN,1567628258,84,9.52,-13.7,78.53,18.41
455,Visnes,75,NO,1567628131,76,59.36,5.22,55.99,16.11
456,Havoysund,75,NO,1567628300,76,71.0,24.66,51.8,14.99
457,Alamos,61,AR,1567628304,33,-36.9,-62.36,49.01,6.33
458,Innisfail,9,AU,1567628305,57,-17.52,146.03,58.19,4.18
459,Dayong,40,CN,1567628305,83,25.02,118.29,80.6,6.71
460,Lebedinyy,40,RU,1567628305,93,58.52,125.52,40.19,4.0
461,Kushiro,100,JP,1567628305,91,43.11,144.15,57.47,1.52
462,Vila Velha,20,BR,1567628305,65,-3.71,-38.6,86.0,12.75
463,Alofi,100,NU,1567628071,94,-19.06,-169.92,75.2,10.29
464,Trairi,18,BR,1567628305,72,-3.28,-39.27,76.19,6.51
465,Nemuro,67,JP,1567628048,79,43.32,145.57,61.97,12.77
466,Saldanha,2,PT,1567628083,42,41.42,-6.55,73.13,6.96
467,Oranjemund,97,ZA,1567628073,89,-28.55,16.43,56.21,17.52
468,Nampa,1,US,1567628306,28,43.57,-116.56,89.01,4.7
469,Riachao,77,BR,1567628306,24,-7.36,-46.62,94.01,3.96
470,San Lorenzo,20,HN,1567628306,52,13.43,-87.45,93.2,4.7
471,Gat,75,SN,1567628306,94,14.69,-16.54,77.0,13.87
472,Balabac,53,PH,1567628306,72,7.99,117.06,80.15,2.8
473,Tvoroyri,0,FO,1567628306,75,61.56,-6.81,44.6,14.99
474,Santa Maria,0,BR,1567628131,15,-16.02,-48.01,91.4,12.75
475,Viedma,94,AR,1567628076,52,-40.81,-62.99,42.89,9.17
476,General Roca,0,AR,1567628121,23,-39.03,-67.58,50.0,13.87
477,Sitka,0,US,1567628066,38,37.17,-99.65,93.0,15.01
478,Pevek,0,RU,1567628066,79,69.7,170.27,39.29,6.08
479,Narrabri,0,AU,1567628307,37,-30.33,149.78,51.01,5.82
480,Gazimurskiy Zavod,100,RU,1567628307,97,51.55,118.33,52.61,1.61
481,Aklavik,90,CA,1567628075,93,68.22,-135.01,51.8,3.36
482,Tadine,0,NC,1567628307,70,-21.55,167.88,68.63,22.66
483,Brokopondo,20,SR,1567628307,47,5.06,-54.98,95.0,8.05
484,Bundaberg,0,AU,1567628307,76,-24.87,152.35,53.01,1.12
485,Ambam,94,CM,1567628308,99,2.38,11.27,69.71,2.59
486,Zhigalovo,100,RU,1567628308,90,54.81,105.15,50.81,1.34
487,Kostomuksha,84,RU,1567628308,89,64.59,30.6,51.71,6.73
488,Christchurch,100,NZ,1567627967,100,-43.53,172.64,50.0,10.29
489,Sarh,0,TD,1567628308,88,9.14,18.39,75.2,1.88
490,Soure,0,PT,1567628308,82,40.06,-8.63,69.01,6.93
491,Evensk,0,RU,1567628309,64,61.92,159.24,48.11,2.64
492,Avera,40,US,1567628044,59,33.19,-82.53,93.0,9.17
493,Virginia Beach,1,US,1567628268,55,36.85,-75.98,91.0,11.41
494,Majene,85,ID,1567628110,85,-3.54,118.97,78.17,22.12
495,Tongliao,66,CN,1567628309,92,43.61,122.27,63.95,8.05
496,Bambanglipuro,13,ID,1567628309,83,-7.95,110.28,73.31,13.15
497,Kozhevnikovo,81,RU,1567628309,95,56.26,83.98,42.71,1.36
498,Ayaviri,91,PE,1567628309,29,-14.88,-70.59,54.41,11.92
499,Port Hedland,0,AU,1567628310,93,-20.31,118.58,64.4,9.17
500,Cochabamba,75,BO,1567628044,23,-17.39,-66.16,75.2,11.41
501,Ulaangom,100,MN,1567628123,66,49.98,92.07,56.39,11.43
502,Matongo,69,BI,1567628310,69,-3.07,29.61,60.71,1.1
503,Agadez,1,NE,1567628118,32,16.97,7.99,95.0,9.19
504,Iracoubo,99,GF,1567628310,75,5.48,-53.21,81.59,9.91
505,Airai,34,TL,1567628119,81,-8.93,125.41,65.93,4.25
506,Estevan,90,CA,1567628311,50,49.14,-102.99,80.6,10.29
507,Robertsport,100,LR,1567628123,92,6.75,-11.37,76.55,8.61
508,Santa Isabel do Rio Negro,3,BR,1567628311,47,-0.41,-65.02,93.29,2.66
509,Itoman,75,JP,1567628109,78,26.12,127.67,82.4,16.11
510,Newport,20,US,1567628311,83,41.49,-71.31,82.4,11.41
511,Melinesti,0,RO,1567628311,56,44.57,23.72,73.0,14.99
512,Xinmin,0,CN,1567628311,100,42.0,122.83,66.2,6.71
513,Seymchan,100,RU,1567628312,73,62.93,152.39,50.81,4.32
514,Moose Factory,1,CA,1567628312,38,51.26,-80.61,60.8,9.17
515,Zaragoza,40,SV,1567628184,62,13.59,-89.29,86.0,10.29
516,Kloulklubed,75,PW,1567628312,94,7.04,134.26,77.0,5.82
517,Shimsk,0,RU,1567628312,90,58.21,30.71,52.25,4.63
518,Jalalpur Pirwala,42,PK,1567628312,42,29.5,71.22,94.73,11.45
519,Shingu,100,JP,1567628313,96,33.72,135.99,67.19,6.33
520,Ulagan,100,RU,1567628313,97,50.63,87.96,35.87,2.19
521,Honningsvag,75,NO,1567628035,66,70.98,25.97,51.8,5.82
522,Noumea,75,NC,1567628113,77,-22.28,166.46,72.0,1.12
523,Nyurba,99,RU,1567628062,95,63.29,118.35,49.55,6.02
524,Robertson,40,AU,1567628313,87,-34.59,150.59,55.99,1.12
525,Troy,1,US,1567628313,50,42.73,-73.69,80.01,10.29
526,Mizdah,13,LY,1567628313,64,31.45,12.98,72.41,4.54
527,Seoul,75,KR,1567628314,106,37.57,126.98,73.4,1.12
528,Pali,40,IN,1567628314,70,25.77,73.33,87.17,8.66
529,Kiruna,84,SE,1567628172,75,67.86,20.23,44.6,8.05
530,Suluq,6,LY,1567628314,72,31.67,20.25,79.61,9.98
531,Kudahuvadhoo,88,MV,1567628314,76,2.67,72.89,83.03,10.49
532,Santa Rosalia,8,MX,1567628314,25,31.87,-112.87,104.0,7.63
533,Allapalli,100,IN,1567628315,97,19.43,80.06,75.29,2.73
534,Naukot,0,PK,1567628315,71,26.04,69.12,87.17,14.63
535,Klyuchi,43,RU,1567628315,73,52.25,79.17,48.11,4.29
536,Narsipatnam,90,IN,1567628315,94,17.67,82.61,78.8,9.17
537,Togur,58,RU,1567628315,94,58.36,82.83,42.53,4.63
538,Kaeo,97,NZ,1567628057,100,-35.1,173.78,57.0,10.13
539,Aras,40,ES,1567628315,82,42.56,-2.36,62.6,6.93
540,Pangkalanbuun,100,ID,1567628316,98,-2.68,111.62,68.09,2.37
541,Alihe,100,CN,1567628316,97,50.57,123.73,57.65,1.99
542,Orimattila,20,FI,1567628316,82,60.8,25.73,57.2,8.05
543,Jamui,87,IN,1567628316,85,24.93,86.23,81.59,6.78
544,Beringovskiy,100,RU,1567628090,90,63.05,179.32,44.33,3.6
545,Palenque,75,MX,1567628316,53,17.51,-91.98,95.0,12.75
546,Nantucket,40,US,1567628123,74,41.28,-70.1,80.6,18.34
547,Ryabovo,7,RU,1567628317,77,60.34,28.99,57.99,5.99
548,Menongue,0,AO,1567628317,24,-14.66,17.68,62.69,2.84
549,Kirkenaer,90,NO,1567628317,93,60.46,12.06,55.4,1.12
550,Wufeng,100,CN,1567628092,99,27.44,104.87,61.07,1.92
551,Gambo,98,CF,1567628317,98,4.65,22.26,68.09,1.95
552,Sakhnovshchyna,100,UA,1567628317,93,49.15,35.87,60.71,6.6
553,Nome,40,US,1567628134,41,30.04,-94.42,97.0,5.82
554,Berlevag,40,NO,1567628134,71,70.86,29.09,53.6,16.11
555,Chara,20,GR,1567628318,41,39.42,22.43,75.2,3.36
556,Mattru,100,SL,1567628318,96,7.62,-11.83,74.75,3.44
557,Pokaran,54,IN,1567628318,56,26.93,71.92,92.03,6.96
558,Ulladulla,40,AU,1567628089,87,-35.36,150.48,50.0,1.12
559,Lakatoro,30,VU,1567628318,55,-16.11,167.42,74.39,9.71
560,Black River,40,JM,1567628134,74,18.03,-77.85,87.8,13.87
561,Krasnoborsk,0,RU,1567628318,93,61.56,45.93,50.63,6.26
562,Tabou,90,CI,1567628132,94,4.42,-7.36,74.03,3.94
563,Blagoyevo,0,RU,1567628120,94,63.37,47.92,50.81,5.59
564,Kundiawa,100,PG,1567628319,99,-6.02,144.97,53.69,1.7
565,Nisia Floresta,75,BR,1567628319,83,-6.09,-35.21,77.0,12.75
566,Abu Kamal,0,SY,1567628319,24,34.45,40.92,78.89,4.81
567,Vilyuysk,100,RU,1567628319,97,63.75,121.63,47.03,6.96
568,Tulu Bolo,0,ET,1567628319,88,8.66,38.21,56.39,1.16
569,Polson,1,US,1567628319,19,47.69,-114.16,82.99,8.05
570,Frontera,40,MX,1567628319,44,18.53,-92.64,95.0,11.41
571,Jalna,100,IN,1567628320,92,19.84,75.88,72.23,10.16
572,Sept-Iles,90,CA,1567628072,100,50.2,-66.38,52.0,14.99
